id,judul,genre,sinopsis
45,Rurouni Kenshin: Meiji Kenkaku Romantan,"Action, Adventure, Comedy, Romance","Pada tahun-tahun terakhir era Bakumatsu hiduplah seorang pembunuh legendaris yang dikenal sebagai Hitokiri Battousai. Ditakuti sebagai pembunuh tanpa ampun, ia tak tertandingi di seluruh negeri, namun menghilang secara misterius pada puncak Revolusi Jepang. Sepuluh tahun telah berlalu dengan damai sejak saat itu, namun penyebutan Battousai masih menimbulkan teror di hati para veteran perang.

Tanpa sepengetahuan mereka, Battousai telah meninggalkan gaya hidupnya yang berlumuran darah dalam upaya untuk bertobat atas dosa-dosanya, kini hidup sebagai Kenshin Himura, seorang pendekar pedang pengembara dengan sikap ceria dan kemauan yang kuat. Bersumpah untuk tidak membunuh lagi, Kenshin mendedikasikan dirinya untuk melindungi yang lemah. Suatu hari, dia menemukan Kaoru Kamiya di dojo kendo miliknya, yang diancam oleh penipu yang mengaku sebagai Battousai. Setelah menerima bantuan dari Kenshin, Kaoru mengizinkannya untuk tinggal di dojo, sehingga mantan pembunuh tersebut menghentikan perjalanannya untuk sementara.

Rurouni Kenshin: Meiji Kenkaku Romantan menceritakan kisah Kenshin yang berusaha menyelamatkan mereka yang membutuhkan penyelamatan. Namun, ketika musuh-musuh dari masa lalu dan masa kini mulai bermunculan, akankah pembunuh yang telah direformasi ini mampu mempertahankan cita-cita barunya?"
46,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,Drama,"Perang melawan Keshogunan Tokugawa telah berakhir beberapa tahun lalu. Namun ada pula yang tidak puas dengan hasilnya. Shigure Takimi menyaksikan teman-teman dan keluarganya ditebas atas nama kebebasan dan kemakmuran. Kini dia dan sekelompok pemberontak yang putus asa bersumpah untuk menyelesaikan satu masalah. Hanya satu orang yang menghalangi mereka: Kenshin Himura. Namun saat Shigure mengetahui identitas asli Kenshin sebagai Hitokiri Battousai, pertarungannya berubah menjadi balas dendam pribadi.

(Sumber: JST)"
47,Akira,"Action, Adventure, Horror, Sci-Fi, Supernatural","Jepang, 1988. Sebuah ledakan yang disebabkan oleh seorang anak laki-laki dengan kekuatan psikis menghancurkan kota Tokyo dan menyalakan sumbu yang mengarah ke Perang Dunia III. Untuk mencegah kehancuran lebih lanjut, dia ditangkap dan ditahan, tidak pernah terdengar lagi kabarnya. Kini, di tahun 2019, versi baru dari kota yang dikenal sebagai Neo-Tokyo—sebuah wilayah yang penuh dengan kekerasan geng dan terorisme terhadap pemerintah saat ini—berada di tempatnya. Di sini, Shoutarou Kaneda memimpin ""the Capsules"", sekelompok orang aneh yang dikenal mengendarai sepeda motor custom berukuran besar dan terus-menerus berkonflik dengan saingan mereka ""the Clowns"".

Dalam salah satu pertempuran ini, sahabat Shoutarou, Tetsuo Shima, terjebak dalam kecelakaan dengan seorang esper yang menemukan dirinya di jalanan Tokyo setelah melarikan diri dari kurungan lembaga pemerintah. Melalui pertemuan ini, Tetsuo mulai mengembangkan kemampuan misteriusnya sendiri, saat pemerintah berupaya mengkarantina paranormal terbaru ini dalam upaya putus asa untuk mencegahnya melepaskan kekuatan destruktif yang sekali lagi dapat membuat kota bertekuk lutut."
48,.hack//Sign,"Adventure, Fantasy, Mystery","Seorang wavemaster muda, yang hanya dikenal dengan nama samaran Tsukasa, terbangun di MMORPG bernama The World, dengan sedikit amnesia. Dia tidak tahu apa yang telah dia lakukan sebelumnya sebelum dia bangun. Di Dunia, Ksatria Merah mencurigainya sebagai seorang hacker, karena ia terlihat menemani karakter tweak dalam bentuk kucing. Tidak dapat keluar dari permainan, dia berkeliling mencari jawaban, menghindari ksatria dan pemain lain yang dia temui di sepanjang jalan.

Saat Tsukasa menjelajahi Dunia, dia menemukan benda ajaib yang berbentuk ""penjaga"", yang menjanjikan perlindungan dari segala bahaya. Subaru, pemimpin Ksatria Merah, bersama dengan beberapa pemain lain yang mengenal Tsukasa, berangkat untuk menyelidiki mengapa Tsukasa tidak dapat keluar, dan berusaha menyelesaikan masalahnya sebelum menjadi tidak terkendali."
49,Aa! Megami-sama!,"Comedy, Romance, Supernatural","Ketika mahasiswa Keiichi Morisato menekan nomor yang salah saat memesan makanan di asramanya, dia secara tidak sengaja terhubung ke Hotline Dewi dan seorang dewi cantik bernama Belldandy muncul dari cermin di depannya. Setelah diusir dari asrama, Keiichi dan Belldandy pindah ke kuil tua dan segera setelah itu, saudara perempuan Belldandy, Urd dan Skuld, pindah."
50,Aa! Megami-sama! (TV),"Comedy, Romance, Supernatural","Di dunia di mana keinginan manusia dapat dikabulkan melalui Hotline Bantuan Dewi, seorang manusia, Keiichi Morisato, secara tidak sengaja memanggil Dewi Belldandy dan bercanda bahwa dia harus tinggal bersamanya selamanya. Sial baginya, ""keinginannya"" terkabul.

Tiba-tiba, Keiichi sekarang tinggal bersama wanita cantik ini sendirian, menyebabkan dia diusir dari asrama khusus pria yang dia tinggali. Namun segera, setelah mereka menemukan penginapan di kuil Buddha, hubungan Keiichi dan Belldandy mulai berkembang. Meskipun pada awalnya mereka berdua merasa canggung dan merasa tidak nyaman satu sama lain, apa yang menunggu kedua orang asing ini bisa berubah menjadi kisah cinta yang tak terduga."
51,Tenshi Kinryouku,"Action, Drama, Romance, Supernatural","Setsuna Mudo adalah siswa sekolah menengah berusia 16 tahun yang hanya berusaha bertahan hidup tanpa bertabrakan dengan seniornya yang suka melakukan intimidasi. Tidak mengherankan jika dia jatuh cinta dengan adik perempuannya, Sara, yang hanya bertemu dengannya sebulan sekali. Tapi ada yang lebih dalam hidupnya daripada sekedar menundukkan kepala.

Setsuna disergap oleh makhluk misterius, malaikat, dan iblis, semuanya mengaku mengetahui takdir sebenarnya. Para malaikat mengatakan dia adalah reinkarnasi dari pemimpin mereka Alexiel, sementara para iblis mengklaim dia memimpin mereka berperang melawan Tuhan sendiri.

Saat Setsuna berjuang dengan identitasnya di masa-masa aneh seperti itu, konflik abadi antara Surga dan Neraka mengancam akan kembali berkobar. Akankah dia siap ketika hal itu terjadi?"
52,Kidou Tenshi Angelic Layer,"Award Winning, Comedy, Drama, Sci-Fi, Sports","Misaki Suzuhara yang berusia 12 tahun baru saja terlibat dalam Angelic Layer, sebuah permainan pertarungan menggunakan boneka elektronik yang disebut malaikat. Bahkan sebagai seorang pemula, Misaki menunjukkan keterampilan tingkat lanjut saat dia bertemu teman baru dan mengikuti turnamen Angelic Layer untuk melawan juara Angelic Layer terhebat di negara ini."
53,Ai Yori Aoshi,"Comedy, Drama, Romance","Kaoru Hanabishi, seorang mahasiswa yang tinggal sendirian, bertemu dengan seorang gadis cantik namun kebingungan mengenakan kimono di stasiun kereta. Dia menawarkan diri untuk memandu jalannya ke alamat yang dia cari, yang kebetulan berada di lingkungannya, namun ternyata adalah tanah kosong. Tidak tahu apa yang harus dilakukan selanjutnya, Kaoru mengundang gadis yang hancur itu ke apartemennya dan meminta petunjuk tambahan mengenai tujuannya. Dia memberinya foto dua anak yang Kaoru segera identifikasi sebagai dirinya dan Aoi Sakuraba, teman masa kecilnya. Ternyata gadis di hadapannya adalah Aoi Sakuraba sendiri, tunangannya yang datang jauh-jauh ke Tokyo untuk menikah dengannya. Pengungkapannya tidak hanya mengejutkan tetapi juga mengingatkan bagian terdalam dari ingatan Kaoru tentang alasan dia meninggalkan keluarga Hanabishi."
54,Appleseed (Movie),"Action, Drama, Sci-Fi","Tumbuh dari kekacauan perang global, kota Utopia dihuni oleh manusia dan bioroid (manusia buatan). Di permukaan, semuanya harmonis, namun ketegangan mengintai. Di tengah masyarakat yang tampak sempurna ini, muncullah seorang penyintas perang, Deunan Knute, yang membawa warisan yang ternyata sangat penting bagi masa depan umat manusia. 

(Sumber: JST)"
55,Arc the Lad,"Action, Adventure, Fantasy, Horror, Sci-Fi","Ceritanya mengikuti Elk, seorang pemburu hadiah di dunia futuristik yang aneh. Di dunia ini, teknologi kuno namun maju hidup berdampingan dengan sikap primitif, binatang buas, dan sihir. Dengan kata lain ia mempunyai segalanya. Ia juga memiliki konspirasi jahat yang mampu menghasilkan monster kuat bernama chimera, yang juga bisa tampil sebagai manusia. Tentu saja, tidak lama kemudian Elk menyelamatkan seorang beast-master wanita muda dan mendapatkan beberapa musuh serius. 

(Sumber: JST)"
56,Avenger,"Adventure, Fantasy, Sci-Fi","Mars telah dijajah dan merupakan dunia di mana anak-anak digantikan oleh robot pelayan yang dikenal sebagai ""boneka"". Layla adalah petarung terampil dengan masa lalu tragis yang melakukan perjalanan keliling dunia. Temannya adalah Nei, boneka aneh dan unik yang memiliki ikatan yang tidak diketahui dengan Layla, dan Speedy, seorang peternak boneka. Para pendiri Mars melihat ketiganya sebagai ancaman bagi dunia mereka, dan setiap kali mereka menyerang Layla dan Nei, semakin banyak masa lalu dan masa depan misterius mereka yang terungkap."
57,Beck,"Comedy, Drama, Slice of Life","Yukio ""Koyuki"" Tanaka yang berusia empat belas tahun adalah seorang anak muda yang putus asa tanpa tujuan hidup. Namun, ini semua berubah ketika Koyuki menyelamatkan seekor anjing aneh bernama Beck dari gangguan sekelompok anak-anak setempat. Pemilik anjing itu, Ryuusuke ""Ray"" Minami yang berusia 16 tahun, adalah seorang gitaris baru dan mantan anggota band rock populer. 

Setelah Koyuki bertemu Ray lagi di sebuah restoran, anak laki-laki yang lebih tua membawanya ke tempat pertemuan mantan bandnya dan membuat Koyuki terpesona dengan keterampilan gitarnya yang luar biasa. Perlahan-lahan tertarik pada glamor budaya rock barat, Koyuki memutuskan untuk mulai bermain gitar sambil membantu Ray mencapai mimpinya memimpin band rock terhebat. Bersama adik perempuan Ray, Maho, dan beberapa anggota lainnya, kedua anak laki-laki ini memulai karir mereka di dunia rock dengan membentuk sebuah band bernama BECK. Beck mengikuti perjuangan dan kesuksesan grup saat mereka menyebarkan ketenaran mereka ke seluruh Jepang."
58,Blue Gender,"Adventure, Drama, Horror, Romance, Sci-Fi","Gender Biru terjadi dalam waktu yang tidak lama lagi di dunia di mana banyak hal yang tidak beres bagi umat manusia. Manusia di puncak rantai makanan telah digantikan oleh ras Biru, ras alien mirip serangga yang menjajah Bumi dan menyingkirkan manusia. Sebuah stasiun luar angkasa, Second Earth, telah dibangun sebagai tempat berlindung yang aman bagi manusia, dengan harapan suatu hari nanti dapat mengambil alih kembali Bumi.

Yuji Kaido dibekukan secara kriogenik karena menderita penyakit yang dikenal sebagai Sel B. Setelah terbangun, dia bergabung dengan tim tentara yang datang ke Bumi untuk mengekstraksinya. Sayangnya, tidak ada yang berjalan sesuai rencana saat mereka kembali ke Second Earth.

Yuji harus menghadapi kengerian perang berdarah saat dia dan para pejuang dari Second Earth berusaha untuk bertahan hidup. Akankah mereka mampu merebut kembali Bumi tanpa kehilangan rasa kemanusiaan mereka?"
59,Chobits,"Comedy, Drama, Romance, Sci-Fi, Ecchi","Ketika komputer mulai terlihat seperti manusia, bisakah cinta tetap sama?

Hideki Motosuwa adalah seorang pemuda desa yang sedang belajar keras untuk masuk perguruan tinggi. Berasal dari latar belakang miskin, ia hampir tidak mampu membiayai pengeluarannya, apalagi tren terbaru: Persocoms, komputer pribadi yang terlihat persis seperti manusia. Suatu malam saat berjalan pulang, dia menemukan Persocom yang ditinggalkan. Setelah membawanya pulang dan berhasil mengaktifkannya, dia tampaknya cacat, karena dia hanya bisa mengucapkan satu kata, ""Chii,"" yang akhirnya menjadi namanya. Tidak seperti Persocom lainnya, Chii tidak dapat mendownload informasi ke hard drive-nya, jadi Hideki memutuskan untuk mengajarinya tentang dunia dengan cara kuno, sambil belajar untuk ujian masuk perguruan tinggi pada saat yang sama.

Bersama teman-temannya, Hideki mencoba mengungkap misteri Chii, yang mungkin adalah ""Chobit"", sebuah legenda urban tentang unit khusus yang memiliki emosi dan pikiran manusia nyata, serta cinta terhadap pemiliknya. Tapi bisakah romansa tumbuh subur antara Persocom dan manusia?"
60,Chrno Crusade,"Action, Romance, Supernatural","Tahun 1920-an adalah dekade perubahan dan pergolakan besar, dengan munculnya setan-setan mengerikan di seluruh Amerika. Untuk melawan ancaman ini, organisasi suci yang dikenal sebagai Ordo Magdalena didirikan. Cabang organisasi di New York adalah rumah bagi Suster Rosette Christopher yang muda dan ceroboh, serta rekannya Chrno. Ditugaskan untuk membasmi ancaman setan, tim terkenal ini sangat baik dalam pekerjaannya, meskipun menyebabkan kerusakan besar pada misi mereka.

Namun, baik Rosette maupun Chrno didorong oleh masa lalu kelam mereka. Melalui pemusnahan iblis, Rosette berharap menemukan saudara laki-lakinya yang hilang, Joshua, yang diambil oleh pendosa dan iblis, Aion, yang juga berbagi sejarah berdarah dengan Chrno. Keduanya harus melawan ancaman iblis yang semakin berbahaya dan menemukan sumbernya, sambil terus mencari kebenaran di balik hilangnya Joshua."
61,D.N.Angel,"Action, Comedy, Fantasy, Romance","Daisuke Niwa adalah siswa sekolah menengah yang kikuk, berkepala dingin, dan lemah yang memiliki sedikit kualitas penebusan. Di ulang tahunnya yang ke-14, dia akhirnya memutuskan untuk menyatakan cintanya kepada kekasih lamanya Risa Harada, namun ditolak. 

Namun, dalam kejadian tak terduga, Daisuke mendapati dirinya berubah menjadi Dark Mousy, si pencuri hantu terkenal, setiap kali pikirannya tertuju pada Risa. Meskipun Daisuke tidak menyadari warisan aneh ini, ibunya tentu saja tidak: sejak sebelum anak laki-laki itu lahir, ibunya telah merencanakan agar dia mencuri karya seni yang berharga dan membiarkan nama pencuri seni yang sulit ditangkap itu diketahui.

Dengan keraguan dan kebingungan yang terus-menerus mengaburkan pikirannya, Daisuke mendapati dirinya berjuang dalam hubungannya dengan teman sekelas dan keluarga. Dan tidak lama kemudian Daisuke menyadari bahwa dia bukan satu-satunya yang memiliki warisan keluarga yang ditakdirkan—musuh terbesarnya bisa jadi adalah teman sekelas yang paling tidak ingin dia lawan."
62,D.C.: Da Capo,"Drama, Romance","Hatsunejima penuh dengan misteri—salah satunya adalah pohon sakura yang tak pernah layu di kota ini, yang konon dapat mengabulkan permintaan tulus. Ada juga rumor tentang orang yang memiliki kekuatan supernatural, seperti Junichi Asakura, yang bisa melihat mimpi orang lain dan menciptakan manisan dari ketiadaan. Bersama saudara perempuannya Nemu, dia menikmati hidup damai bersama teman-temannya di Akademi Kazami tetapi memilih untuk menyembunyikan identitasnya.

Kehidupan sekolahnya yang tenang terhenti ketika dia mengetahui bahwa teman masa kecilnya Sakura Yoshino telah kembali dari Amerika setelah enam tahun. Dia ada di sana untuk satu tujuan: untuk memenuhi janji yang dia buat sejak lama dengan Junichi. Namun, sedikit yang tahu bahwa kemunculan Sakura pasti akan mengubah hidup semua orang—baik atau buruk."
63,DearS,"Comedy, Romance, Sci-Fi, Ecchi","Satu tahun yang lalu, sebuah UFO berisi 150 alien mendarat di lepas pantai Kasai. Karena tidak ada yang bisa memperbaiki kapal mereka, Pemerintah Jepang memutuskan untuk menganugerahkan kepada mereka sebutan ""DearS"" dan menjadikan mereka warga negara Jepang, mengajari mereka bahasa, adat istiadat, dan budaya Jepang. Namun, agar mereka lebih akrab dengan masyarakat manusia, program home-stay telah diberlakukan agar mereka bisa berbaur dengan manusia lain.

Suatu pagi yang berkabut, sebuah truk yang membawa kapsul yang menampung salah satu alien ini akhirnya menjatuhkannya ke tepi sungai, melepaskannya dari kurungannya. Dia akhirnya ditemukan oleh seorang siswa sekolah menengah bernama Takeya Ikuhara, yang menyelamatkannya dari tertabrak truk dan merasa kasihan padanya, meskipun sangat tidak percaya pada ras mereka dan tidak ingin berurusan dengan mereka. Setelah diberi nama Ren, dia mencantumkan padanya sebagai ""Tuan"" dan berfungsi sebagai ""Budak"" pribadinya, meninggalkannya dengan ""Yang Tersayang"" yang ingin tetap bersamanya apa pun yang terjadi dan mengakhiri hari-harinya yang biasa dan bebas alien."
64,Rozen Maiden,"Action, Comedy, Drama","Trauma oleh sekolah, Jun Sakurada menghabiskan hari-harinya di rumah sebagai pengurung diri, membeli barang secara online, hanya untuk mengirimnya kembali sebelum masa uji coba gratis berakhir. Jadi ketika sebuah catatan muncul di mejanya, menanyakan apakah dia akan memutar sesuatu atau tidak, dia berasumsi itu adalah sesuatu yang dia pesan dan dengan sembarangan melingkari ""ya"", mengubah hidupnya selamanya.
 
Sebuah kotak tiba dengan boneka angin di dalamnya, tapi ini bukan mainan biasa: setelah Jun memutarnya, dia mulai berjalan dan berbicara seolah-olah orang normal. Dengan sikap angkuh, ia memperkenalkan dirinya sebagai Shinku, boneka kelima dalam koleksi Rozen Maiden, sekelompok boneka khusus buatan pembuat boneka legendaris Rozen. Kakak beradik ini harus bertarung satu sama lain dalam kompetisi yang disebut Permainan Alice dengan bantuan manusia untuk memastikan kemenangan. Pemenangnya adalah Alice, seorang gadis sejati yang layak bertemu dengan penciptanya.

Ketika semakin banyak boneka hidup yang tinggal di rumah Jun, dan musuh dari masa lalu Shinku muncul, kehidupan Jun menjadi jauh lebih rumit dari yang pernah dia bayangkan."
